track_id,artist,album,track_name,duration_ms,track_genre
3RAFcUBrCNaboRXoP3S5t1,Slipknot,All Hope Is Gone (10th Anniversary),Psychosocial,284120,alternative
1MTQHCpraD4S8g5PAFKzoj,Limp Bizkit,Results May Vary,Behind Blue Eyes,269973,alternative
6lKRMylSZMtA7EqPl0pcdI,MARINA,The Family Jewels,Are You Satisfied?,198960,alternative
2avKuMN2QXkaG9vvHa2JLt,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Take A Look Around,321040,alternative
0faXHILILebCGnJBPU6KJJ,Breaking Benjamin,Phobia (Clean Version),The Diary of Jane - Single Version,200546,alternative
1RKUoGiLEbcXN4GY4spQDx,Gorillaz,Gorillaz,Clint Eastwood,340920,alternative
0EYOdF5FCkgOJJla8DI2Md,System Of A Down,Mezmerize,B.Y.O.B.,255466,alternative
4sNwdacKyi2S26WrRtNama,MARINA,The Family Jewels,Oh No!,182586,alternative
6SE4JAo7T8C7XkFka5bbga,Los Retros,Someone To Spend Time With,Someone To Spend Time With,173953,alternative
2sEk5R8ErGIFxbZ7rX6S2S,MARINA,Electra Heart (Deluxe),How to Be a Heartbreaker,221493,alternative
6wqJeItl3Vc3az4ZicSQAB,Slipknot,Vol. 3: The Subliminal Verses,Before I Forget,278600,alternative
5mpUKTdskZea0gStWzeHUZ,Slipknot,We Are Not Your Kind,Unsainted,260773,alternative
1FWsomP9StpCcXNWmJk8Cl,Cigarettes After Sex,Cigarettes After Sex,K.,320030,ambient
0yc6Gst2xkRu0eMLeRMGCX,Cigarettes After Sex,Cigarettes After Sex,Apocalypse,290616,ambient
3p4hRhMcb6ch8OLtATMaLw,Cigarettes After Sex,Cry,Cry,256799,ambient
6ilc4vQcwMPlvAHFfsTGng,Cigarettes After Sex,Cigarettes After Sex,Sweet,292110,ambient
0SpkyS1Q4MD8GaVcP5YjT4,Cigarettes After Sex,Cigarettes After Sex,Sunsetz,215150,ambient
2kfGoV9a5dbSKCNmUWH2ZF,Sleeping At Last,Turning Page,Turning Page,255893,ambient
7cs7MLtAWvsdf3w5kBvfK2,Cigarettes After Sex,EP I.,Nothing's Gonna Hurt You Baby,286293,ambient
70YTBH8vOGJNMhy6186yFm,Cigarettes After Sex,Cry,Heavenly,286773,ambient
7CoMBpPTwQi2wPT0U0Nr9b,Novo Amor,Birthplace,State Lines,208653,ambient
7qH9Z4dJEN0l9bidizW7fq,Novo Amor,Bathing Beach,Anchor,257533,ambient
1Wdj4wRDYS7aT4CoPS0mAH,Sleeping At Last,Atlas: I,You Are Enough,180086,ambient
3weNRklVDqb4Rr5MhKBR3D,Ludovico Einaudi,Una Mattina,Nuvole Bianche,357706,ambient
2aJDlirz6v2a4HREki98cP,Bicep,Bicep,Glue,269149,ambient
4g2WiijzSKzH8PApKDbadN,Sleeping At Last,Atlas: II,Touch,256299,ambient
